date;time;subject;blocknum;trialnum;stimnumber;moonie;cor1;cor2;Kategorie;RT;solution;solution_RT;AHA_response;AHA_RT;sudden_response;sudden_RT;certain_response;certain_RT;sex;age;citizen;proficiency;edu
11/12/2023;11:59:53;133;91;6;34;1PVIP_034_octopus.new_gauss1.5.jpg;1;1;;3161;Oktopus;2669;5;1331;5;453;4;1313;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;92;6;111;2PVIP_106_saxophone1_gauss3.jpg;1;0;0;3040;Hand;1398;4;1435;4;1064;3;1404;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;93;6;79;2PVIP_073_coffee_gauss5.jpg;1;0;2;2846;Tasse & Untertasse;6275;5;932;5;310;4;1730;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;94;6;54;1PVIP_054_toilet_gauss5.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;95;6;7;1PVIP_007_bird3.jpg;1;0;0;5112;Buch;8942;3;1949;2;774;2;1456;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;96;6;77;2PVIP_071_chair1_gauss3.jpg;1;2;;2467;Sessel;2122;5;1105;5;300;4;1894;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;97;6;25;1PVIP_025_hare.new_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;98;6;95;2PVIP_090_hawk_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;99;6;109;2PVIP_104_piano.jpg;1;1;;1822;Klavier;2648;5;620;5;283;5;1372;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;100;6;12;1PVIP_012_cabin2.jpg;1;0;2;3517;Sarg;3060;3;2732;4;2629;2;438;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;101;6;57;1PVIP_117_pepper.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;102;6;55;1PVIP_082_erdbeere_gauss1.jpg;1;1;;2220;Erdbeeren;2995;5;498;5;294;4;1177;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;103;6;64;2PVIP_058_bagpipe_gauss6.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;104;6;99;2PVIP_094_kettle2_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;105;6;76;2PVIP_070_cauliflower.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;106;6;35;1PVIP_035_orchid_gauss1.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;107;6;28;1PVIP_028_knife.new_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;108;6;114;2PVIP_109_shoes2_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;109;6;89;2PVIP_084_fish1_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;110;6;108;2PVIP_103_panda_gauss6.jpg;1;0;2;4988;Nonne;3911;3;1240;3;349;2;1384;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;111;6;82;2PVIP_076_computer.new_gauss5.jpg;1;1;;3225;Laptop;2883;5;1267;5;344;4;1629;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;112;6;56;1PVIP_116_otter.jpg;1;2;;3966;Marder;1779;5;1620;5;394;4;1797;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;113;6;72;2PVIP_066_burro1_gauss3.jpg;1;0;2;4795;Hund;2716;3;1447;3;836;3;2383;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;114;6;48;1PVIP_048_tomb_gauss3.jpg;1;1;;1982;Grabstein;3237;4;575;4;896;2;1125;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;115;6;13;1PVIP_013_cat.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;116;6;94;2PVIP_089_hammer_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;117;6;62;2PVIP_056_baby3_gauss5.jpg;1;1;;1996;Baby;1589;3;1579;4;1347;3;1171;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;118;6;24;1PVIP_024_hamster2_gauss1.5.jpg;1;2;;2373;Meerschweinchen;3744;5;1215;5;374;4;1709;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;119;6;78;2PVIP_072_cigarette_gauss3.jpg;1;1;;4312;Zigarre;5124;4;1367;5;311;3;849;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;120;6;46;1PVIP_046_tiger_gauss2.5.jpg;1;2;;2147;Lýwe;2883;3;1665;4;2245;4;1460;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;121;6;10;1PVIP_010_brain_gauss3.jpg;1;1;;2014;Gehirn;2209;5;1220;5;459;4;1364;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;122;6;22;1PVIP_022_frog2_gauss4.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;123;6;2;1PVIP_002_arrow_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;124;6;91;2PVIP_086_girl.jpg;1;2;;2577;Frau;2193;4;1233;5;1543;4;1376;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;125;6;8;1PVIP_008_boat2.jpg;1;2;;9608;Schiff;2799;2;3395;2;1457;2;2280;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;126;6;6;1PVIP_006_bike.jpg;1;1;;1406;Fahrrad;3302;5;832;5;647;5;1276;1;21;Germany;5;Abitur
11/12/2023;11:59:53;133;127;6;38;1PVIP_038_python2_gauss2.jpg;0;0;;10000;;;;;;;;;1;21;Germany;5;Abitur
11/12/2023;12:12:59;134;3;7;1;0PVIP_001_tank2bw_filt1_gauss3.jpg;1;0;;8251;Dinosaurier;20075;3;9299;3;7727;3;8234;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;5;7;1;0PVIP_002_pineapplebw_filt1_gauss3.jpg;0;0;;10000;Grýser;11386;2;2593;2;5999;2;11877;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;7;1;1;0PVIP_002_pineapplebw_filt1_gauss3.jpg;0;0;;10000;Grýser;11386;2;2593;2;5999;2;11877;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;8;6;55;1PVIP_082_erdbeere_gauss1.jpg;1;1;;2614;Erdbeere;6847;4;3108;5;7173;4;2539;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;9;6;83;2PVIP_077_cow3.jpg;1;0;2;6545;Hund;3601;2;8568;2;3803;2;1519;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;10;6;10;1PVIP_010_brain_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;11;6;103;2PVIP_098_lion2.jpg;1;1;;7788;Lýwe;3176;4;2740;5;3212;3;2623;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;12;6;39;1PVIP_039_rat_gauss1.jpg;1;0;1;6385;Katze;7671;3;4189;3;4234;3;7445;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;13;6;92;2PVIP_087_goat_gauss5.jpg;1;1;;3374;Ziege;3929;3;9816;3;5280;4;3620;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;14;6;111;2PVIP_106_saxophone1_gauss3.jpg;1;0;0;3778;Hand;4285;3;2425;5;1790;5;2128;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;15;6;74;2PVIP_068_carafe3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;16;6;84;2PVIP_078_crocodile2_gauss2.jpg;1;2;;7029;Skorpion;5124;4;3923;5;4123;3;2255;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;17;6;16;1PVIP_016_crone_gauss1.5.jpg;1;0;0;8411;Speer;3807;2;2344;2;809;2;1460;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;18;6;116;2PVIP_111_snake3.jpg;1;0;1;5422;Raupe;3949;3;2360;3;2088;2;5705;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;19;6;67;2PVIP_061_boat_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;20;6;61;2PVIP_055_affe_gauss4.jpg;1;0;1;5720;Gesicht;4363;2;2875;2;846;4;4807;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;21;6;66;2PVIP_060_bee2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;22;6;110;2PVIP_105_puppy1_gauss3.jpg;1;0;1;7632;Mensch;3176;2;468;5;1425;2;5009;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;23;6;77;2PVIP_071_chair1_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;24;6;34;1PVIP_034_octopus.new_gauss1.5.jpg;1;0;2;5027;Gesicht;6149;2;876;2;465;2;2998;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;25;6;2;1PVIP_002_arrow_gauss2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;26;6;65;2PVIP_059_bear.new_gauss4.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;27;6;86;2PVIP_080_ear_gauss2.jpg;1;0;1;5693;Gesicht;5044;2;690;2;814;2;8509;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;28;6;56;1PVIP_116_otter.jpg;1;2;;9728;Mader;5570;4;5738;4;1728;2;5923;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;29;6;41;1PVIP_041_rose.jpg;1;1;;2016;Rose;2913;3;3671;5;2569;3;3318;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;30;6;59;1PVIP_119_sewingmachine.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;31;6;81;2PVIP_075_chair3_gauss5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;32;6;35;1PVIP_035_orchid_gauss1.jpg;1;0;0;6564;Falter(Insekt);9591;3;2436;4;1992;2;8544;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;33;6;79;2PVIP_073_coffee_gauss5.jpg;1;0;0;8648;Clown;7599;2;1167;2;584;2;1784;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;34;6;40;1PVIP_040_robbe_gauss3.jpg;1;3;1;3931;Raubkatze;6386;3;2902;5;2704;3;2875;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;35;6;24;1PVIP_024_hamster2_gauss1.5.jpg;1;0;1;4646;Bieber;4154;4;3090;3;1388;3;3112;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;36;6;106;2PVIP_101_orange.jpg;1;1;;4155;Orange;4558;4;5763;3;1640;3;5649;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;37;6;102;2PVIP_097_leopard7.jpg;1;1;;5812;Leopard;3405;4;3985;4;1022;3;4879;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;38;6;3;1PVIP_003_beehive_gauss2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;39;6;9;1PVIP_009_railroad_gauss5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;40;6;94;2PVIP_089_hammer_gauss2.jpg;1;0;1;7245;Sýbel;4297;4;762;4;2051;2;1453;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;41;6;43;1PVIP_043_snail.new_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;42;6;7;1PVIP_007_bird3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;43;6;88;2PVIP_083_eye.new_gauss2.jpg;1;0;1;4644;Frisur;4264;2;2709;5;1526;2;1606;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;44;6;12;1PVIP_012_cabin2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;45;6;69;2PVIP_063_brick_gauss5.jpg;1;0;2;6585;Hand;2583;2;1332;2;598;2;604;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;46;6;29;1PVIP_029_leopard3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;47;6;13;1PVIP_013_cat.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;48;6;48;1PVIP_048_tomb_gauss3.jpg;1;0;1;3719;Baumstamm;3722;4;2267;3;2255;2;7400;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;49;6;73;2PVIP_067_carafe2.jpg;1;0;0;8469;Feder;2887;4;1617;4;799;3;852;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;50;6;17;1PVIP_017_deer2_gauss1.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;51;6;96;2PVIP_091_horn.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;52;6;30;1PVIP_030_lion1_gauss2.5.jpg;1;1;;1100;Lýwe;2927;3;2650;5;2934;4;4656;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;53;6;28;1PVIP_028_knife.new_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;54;6;31;1PVIP_031_lizard_gauss2.jpg;1;2;;3926;Reptil;7293;3;6219;3;1437;3;2238;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;55;6;113;2PVIP_108_shark1_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;56;6;119;2PVIP_114_wolf3.jpg;1;0;0;8295;Mann mit Hut;8844;3;1355;4;3924;2;9869;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;57;6;63;2PVIP_057_bag.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;58;6;53;1PVIP_053_watch2.jpg;1;1;;3265;Uhr;1901;4;1588;4;380;4;1172;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;59;6;21;1PVIP_021_fox1_gauss1.jpg;1;0;2;3969;Blatt;2620;3;1372;2;588;3;2039;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;60;6;33;1PVIP_033_nashorn_gauss2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;61;6;99;2PVIP_094_kettle2_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;62;6;100;2PVIP_095_knob_gauss1.jpg;1;0;2;3156;Basketballkorb;5347;4;2454;4;2306;2;1875;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;63;6;8;1PVIP_008_boat2.jpg;1;2;;3148;Schiff;6518;4;1697;3;1556;4;1836;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;64;6;85;2PVIP_079_drumset_gauss5.jpg;1;0;0;6245;Kuh;1815;2;546;5;1900;2;2662;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;65;6;58;1PVIP_118_phone_gauss5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;66;6;20;1PVIP_020_fork.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;67;6;90;2PVIP_085_frog5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;68;6;44;1PVIP_044_snake_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;69;6;109;2PVIP_104_piano.jpg;1;0;2;3209;Kamm;2171;4;2075;4;430;3;478;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;70;6;107;2PVIP_102_owl_gauss4.jpg;1;0;2;8278;Gesicht;3747;2;2791;5;662;2;2276;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;71;6;91;2PVIP_086_girl.jpg;1;0;0;8332;Hahn;3426;3;1954;3;2738;2;2112;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;72;6;54;1PVIP_054_toilet_gauss5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;73;6;23;1PVIP_023_geese_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;74;6;26;1PVIP_026_hedgehog.new_gauss2.jpg;1;1;;3593;Igel;3451;4;1225;4;1088;4;927;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;75;6;52;1PVIP_052_wolf2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;76;6;75;2PVIP_069_cat2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;77;6;104;2PVIP_099_metro_gauss2.jpg;1;1;;929;Zug;2236;5;2314;5;796;5;5307;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;78;6;32;1PVIP_032_mountain_gauss3.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;79;6;57;1PVIP_117_pepper.jpg;1;1;;2920;Paprika;4698;4;900;3;1697;4;2033;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;80;6;78;2PVIP_072_cigarette_gauss3.jpg;1;0;0;4798;Schallplattenspieler;9921;3;5798;3;818;2;1090;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;81;6;87;2PVIP_081_elephant2_gauss2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;82;6;118;2PVIP_113_whale.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;83;6;11;1PVIP_011_butterfly2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;84;6;25;1PVIP_025_hare.new_gauss2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;85;6;45;1PVIP_045_spider.new_gauss1.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;86;6;22;1PVIP_022_frog2_gauss4.jpg;1;1;;7036;Fisch;4274;2;1227;2;794;2;1221;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;87;6;1;1PVIP_001_accordi2_gauss4.jpg;1;1;;917;Akkordeon;4341;4;1619;4;473;5;2280;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;88;6;115;2PVIP_110_ski.new_gauss1.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;89;6;62;2PVIP_056_baby3_gauss5.jpg;1;0;2;3715;Teddy;18169;3;7320;3;1134;2;9924;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;90;6;18;1PVIP_018_dog3_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;91;6;70;2PVIP_064_bridge_gauss2.5.jpg;1;0;0;7257;Lunge;3436;3;3893;4;870;2;1864;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;92;6;114;2PVIP_109_shoes2_gauss4.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;93;6;95;2PVIP_090_hawk_gauss4.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;94;6;72;2PVIP_066_burro1_gauss3.jpg;1;1;;3634;Esel;2717;4;890;3;1942;4;2262;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;95;6;6;1PVIP_006_bike.jpg;1;1;;5016;Fahrrad;3509;4;2477;3;1075;4;1523;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;96;6;120;2PVIP_115_woman.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;97;6;89;2PVIP_084_fish1_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;98;6;98;2PVIP_093_kamel_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;99;6;93;2PVIP_088_gun.jpg;1;1;;5325;Gewýhr;4366;2;3510;2;4527;2;7804;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;100;6;19;1PVIP_019_elephant1_gauss2.jpg;1;0;1;7293;Kýnguru;4017;2;1823;4;3413;2;699;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;101;6;51;1PVIP_051_wheat_gauss1.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;102;6;47;1PVIP_047_toad2_gauss1.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;103;6;38;1PVIP_038_python2_gauss2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;104;6;4;1PVIP_004_beetle1_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;105;6;97;2PVIP_092_jet1_gauss5.jpg;1;0;1;3625;Zug;2678;4;1896;4;3299;2;1893;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;106;6;46;1PVIP_046_tiger_gauss2.5.jpg;1;1;;1897;Tiger;2544;5;4137;5;968;5;668;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;107;6;5;1PVIP_005_bell_gauss1.5.jpg;1;1;;3106;Glocke;3190;4;2960;4;2391;3;1659;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;108;6;50;1PVIP_050_typewriter_gauss5.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;109;6;80;2PVIP_074_computer.jpg;1;1;;3411;Computer;4513;4;4218;4;1503;4;1704;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;110;6;60;1PVIP_120_toaster.jpg;1;0;2;5043;Butterstýck;6433;2;2727;3;2488;2;6229;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;111;6;105;2PVIP_100_mirror_gauss4.jpg;1;1;;1013;Handspiegel;7816;4;1240;4;1341;4;1684;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;112;6;49;1PVIP_049_turtle_gauss4.jpg;1;0;0;8784;Zýhne;2912;2;2319;2;368;2;482;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;113;6;101;2PVIP_096_lamb_gauss3.jpg;1;0;1;3764;Reh;16197;3;2068;3;880;3;29403;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;114;6;42;1PVIP_042_sheep1_gauss2.5.jpg;1;0;1;9272;Fledermuas;4106;2;1708;3;2720;2;422;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;115;6;37;1PVIP_037_pfau_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;116;6;112;2PVIP_107_scorpion_gauss8.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;117;6;68;2PVIP_062_book2_gauss3.5.jpg;1;1;;1693;Buch;2066;3;1014;4;2629;3;2208;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;118;6;14;1PVIP_014_chipmunk_gauss2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;119;6;76;2PVIP_070_cauliflower.new_gauss3.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;120;6;27;1PVIP_027_squirrel.new_gauss4.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;121;6;71;2PVIP_065_bulldog5_gauss3.jpg;1;1;;3573;Bulldogge (Hund);18652;3;11446;2;35;3;3659;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;122;6;108;2PVIP_103_panda_gauss6.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;123;6;15;1PVIP_015_crocodile1_gauss2.5.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;124;6;117;2PVIP_112_watch.jpg;1;0;0;7324;Auto von innen;6259;2;6756;2;4072;2;5409;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;125;6;64;2PVIP_058_bagpipe_gauss6.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;126;6;82;2PVIP_076_computer.new_gauss5.jpg;1;1;;2248;Laptop;3334;5;5873;4;1497;5;1460;1;18;Germany/Deutschland;5;Abitur
11/12/2023;12:12:59;134;127;6;36;1PVIP_036_pen2.jpg;0;0;;10000;;;;;;;;;1;18;Germany/Deutschland;5;Abitur
11/12/2023;14:06:36;135;3;7;1;0PVIP_001_tank2bw_filt1_gauss3.jpg;1;0;;8175;statue;9893;2;10614;5;4365;3;9722;0;19;Germany;5;Abitur
11/12/2023;14:06:36;135;5;7;1;0PVIP_002_pineapplebw_filt1_gauss3.jpg;1;0;;4982;Gsrderobe;19087;4;5404;3;3976;3;3907;0;19;Germany;5;Abitur
